"id";"title";"slug";"acronym";"url";"organization";"organization_id";"owner";"owner_id";"description";"frequency";"license";"temporal_coverage.start";"temporal_coverage.end";"spatial.granularity";"spatial.zones";"featured";"created_at";"last_modified";"tags";"archived";"resources_count";"main_resources_count";"resources_formats";"downloads";"harvest.backend";"harvest.domain";"harvest.created_at";"harvest.modified_at";"harvest.remote_url";"quality_score";"metric.discussions";"metric.reuses";"metric.followers";"metric.views";"metric.resources_downloads"
"65e0bd4b88e4fd88b989ba46";"Paquets Arome Outre-Mer - Guyane - Résolution 0,025°";"paquets-arome-outre-mer-guyane-resolution-0-025deg-1";"";"https://www.data.gouv.fr/fr/datasets/paquets-arome-outre-mer-guyane-resolution-0-025deg-1/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle atmosphérique français à aire limitée à haute résolution AROME sur la Guyane.

Champs d’analyse et de prévision en points de grille régulière sur le domaine “Guyane”.

Grille : GUYANE - Pas de temps : 1h

";"fourTimesADay";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"fr:region";"Guyane";False;"2024-02-29T17:22:19.837000";"2025-03-26T13:47:07.753000";"guyane,hvd,meteodatagouvfr,meteorologiques,pnt,pnt-arome-outre-mer";False;539;537;"grib2,pdf";17867;"";"";"";"";"";"1.00";0;1;1;902;17168
"65e040c50a5c6872ebebc711";"Données changement climatique - SIM mensuelle ";"donnees-changement-climatique-sim-mensuelle";"";"https://www.data.gouv.fr/fr/datasets/donnees-changement-climatique-sim-mensuelle/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données mensuelles du modèle de simulation des schémas de surface (Safran - Isba).
Paramètres atmosphériques de surface et bilans des sols en points de grille issus de l'analyse de modèle simulant les flux d’eau et d’énergie à la surface terrestre.

### Informations techniques

- Les données sont proposées en téléchargement, par lots de périodes de 1 à 10 ans, pour la métropole, au format csv compressé
- L'ensemble des paramètres météos est fourni pour l'ensemble des points de la grille Safran.
- La résolution est de 0.072° (environ 8km)
- La mise à jour des fichiers est mensuelle pour la décennie en cours";"monthly";"Licence Ouverte / Open Licence version 2.0";"1958-01-01";"2025-01-02";"other";"France";False;"2024-02-29T08:31:01.956000";"2025-03-05T09:36:31.661000";"climatologique-changement-climatique,climatologique-changement-climatique-donnees-spatialisees,hvd,meteodatagouvfr,meteorologiques";False;10;8;"pdf,csv.gz,odt";2953;"";"";"";"";"";"1.00";0;2;0;1578;3087
"65e04035010927c797072b29";"Données changement climatique - SIM décadaire";"donnees-changement-climatique-sim-decadaire";"";"https://www.data.gouv.fr/fr/datasets/donnees-changement-climatique-sim-decadaire/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"### Présentation

Données décadaires du modèle de simulation des schémas de surface (Safran - Isba).
Paramètres atmosphériques de surface et bilans des sols en points de grille issus de l'analyse de modèle simulant les flux d’eau et d’énergie à la surface terrestre.

### Informations techniques

- Les données sont proposées en téléchargement, par lots de périodes de 1 à 10 ans, pour la métropole, au format csv compressé
- L'ensemble des paramètres météos est fourni pour l'ensemble des points de la grille Safran.
- La résolution est de 0.072° (environ 8km)
- La mise à jour des fichiers est décadaire pour la décennie en cours";"threeTimesAMonth";"Licence Ouverte / Open Licence version 2.0";"1958-01-01";"2025-02-03";"other";"France";False;"2024-02-29T08:28:37.685000";"2025-03-22T08:43:50.213000";"climatologique-changement-climatique,climatologique-changement-climatique-donnees-spatialisees,hvd,meteodatagouvfr,meteorologiques";False;10;8;"pdf,csv.gz,odt";1644;"";"";"";"";"";"1.00";0;0;0;1077;1618
"65bd1a505a5b412989a84ca7";"Paquets de modèle de vagues - MFWAM - Résolution 0.025°";"paquets-de-modele-de-vagues-mfwam-resolution-0-025deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-mfwam-resolution-0-025deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues MFWAM. 
Champs d’analyse et de prévision en points de grille. 
Hauteur, direction et période de la mer du vent, de la mer totale et des houles primaire, secondaire et totale.

Domaine: Zone FRANCE élargie (53N 38N 8W 12E)

Pas de temps : 1h

Résolution : 0,025°";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"France";False;"2024-02-02T16:37:36.861000";"2025-03-26T11:24:58.797000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;50;48;"grib2,pdf";2956;"";"";"";"";"";"1.00";0;0;0;1221;2670
"65bd1a2957e1cc7c9625e7b5";"Paquets de modèle de vagues - MFWAM - Résolution 0.1°";"paquets-de-modele-de-vagues-mfwam-resolution-0-1deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-mfwam-resolution-0-1deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues MFWAM.
Champs d’analyse et de prévision en points de grille.
Hauteur, direction et période de la mer du vent, de la mer totale et des houles primaire, secondaire et totale.

Domaine: Europe (72N 20N 32W 42E) et à partir du 25/03/25 run de 06  Domaine: Globe

Pas de temps : 1h jusqu'à 48h puis 3h

Résolution : 0,1°
";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:36:57.379000";"2025-03-26T11:25:19.825000";"hvd,meteodatagouvfr,meteorologiques,mfwam,pnt,pnt-vague-surcote";False;68;66;"grib2,pdf";2897;"";"";"";"";"";"1.00";0;0;0;656;2236
"65bd19fe0d61026813636c33";"Paquets de modèle de vagues - MFWAM - Résolution 0.5°";"paquets-de-modele-de-vagues-mfwam-resolution-0-5deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-mfwam-resolution-0-5deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues MFWAM. 
Champs d'analyse et de prévision en points de grille. 
Hauteur, direction et période de la mer du vent, de la mer totale et des houles primaire, secondaire et totale.

Domaine: Monde

Pas de temps : 1h puis 3h

Résolution : 0,5°";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"Monde";False;"2024-02-02T16:36:14.768000";"2025-03-26T11:25:38.600000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;68;66;"grib2,pdf";2617;"";"";"";"";"";"1.00";0;0;0;619;2171
"65bd19a20a9351d1cbe9a090";"Paquets de modèle de vagues haute résolution - WW3-MARP - Résolution 0.1°";"paquets-de-modele-de-vagues-haute-resolution-ww3-marp-resolution-0-1deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-haute-resolution-ww3-marp-resolution-0-1deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues haute résolution WW3, forcé par les vents du modèle ARPEGE, sur le domaine Méditerranée.

Hauteur, direction et période des vagues de la mer totale, de la mer du vent et des houles primaire et secondaire. Les analyses sur les 6 dernières heures sont aussi fournies.

Méditerranée - Pas de temps : 1h - Format : Netcdf 

";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-03-05";"2024-03-06";"other";"";False;"2024-02-02T16:34:42.414000";"2025-03-26T11:28:37.478000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;3;1;"nc,pdf";359;"";"";"";"";"";"1.00";0;0;0;949;341
"65bd197cd4222b0c96db759e";"Paquets de modèle de vagues haute résolution - WW3-WARP - Résolution 0.1°";"paquets-de-modele-de-vagues-haute-resolution-ww3-warp-resolution-0-1deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-haute-resolution-ww3-warp-resolution-0-1deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues haute résolution WW3, forcé par les vents du modèle ARPEGE, sur le domaine Atlantique.

Hauteur, direction et période des vagues de la mer totale, de la mer du vent et des houles primaire et secondaire. Les analyses sur les 6 dernières heures sont aussi fournies.

Atlantique - Pas de temps : 1h - Format : Netcdf ";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-03-05";"2024-03-06";"other";"";False;"2024-02-02T16:34:03.996000";"2025-03-26T11:41:29.096000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;3;1;"nc,pdf";325;"";"";"";"";"";"1.00";0;0;0;815;298
"65bd19226c4e3fcbf4948f99";"Paquets de modèle de vagues haute résolution - WW3-MARO - Résolution 0.1°";"paquets-de-modele-de-vagues-haute-resolution-ww3-maro-resolution-0-1deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-vagues-haute-resolution-ww3-maro-resolution-0-1deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de vagues haute résolution WW3, forcé par les vents du modèle AROME, sur le domaine Méditerranée.

Hauteur, direction et période des vagues de la mer totale, de la mer du vent et des houles primaire et secondaire. Les analyses sur les 6 dernières heures sont aussi fournies.

Méditerranée - Pas de temps : 1h - Format : Netcdf ";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:32:34.495000";"2025-03-26T11:28:37.191000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;3;1;"nc,pdf";333;"";"";"";"";"";"1.00";0;0;0;661;240
"65bd183c9ec6ae3f87a5334a";"Paquets de modèle de surcote océanique - HYCOM2D-MARP - Résolution 0,04°";"paquets-de-modele-de-surcote-oceanique-hycom2d-marp-resolution-0-04deg";"";"https://www.data.gouv.fr/fr/datasets/paquets-de-modele-de-surcote-oceanique-hycom2d-marp-resolution-0-04deg/";"Météo-France";"534fff8ba3a7292c64a77ed4";"";"";"Regroupement de différents paramètres du modèle de prévision de la surcote océanique HYCOM2D, forçé par le modèle atmosphérique ARPEGE, et intégrant une simulation de la marée.

Paramètres fournis : surcote instantanée, surcote maximale sur les 3 dernières heures, surcote maximale sur les 24 heures précédentes (toutes les 24h).

Grille MEDIT (45N 35N 6W 17E) - Pas de temps : 1h - Format : GRIB2 ";"continuous";"Licence Ouverte / Open Licence version 2.0";"2024-02-28";"2024-02-29";"other";"";False;"2024-02-02T16:28:44.019000";"2025-03-26T10:24:05.547000";"hvd,meteodatagouvfr,meteorologiques,pnt,pnt-vague-surcote";False;105;103;"grib2,pdf";3733;"";"";"";"";"";"1.00";0;0;0;650;3196
